Department,Appointment Type,Year,Count
PHYS,Tenure-Track,FALL 2015,0.00
PHYS,Tenure-Track,FALL 2014,0.00
PHYS,Tenure-Track,FALL 2013,0.00
PHYS,Tenure-Track,FALL 2012,0.00
PHYS,Tenure-Track,FALL 2011,0.00
PHYS,Tenure-Track,FALL 2010,2.16
PHYS,Tenure-Track,FALL 2009,1.83
PHYS,Tenure-Track,FALL 2008,3.00
PHYS,Tenure-Track,FALL 2007,3.00
PHYS,Tenure-Track,FALL 2006,3.00
PHYS,Tenure-Track,FALL 2005,2.67
PHYS,Tenure-Track,FALL 2004,1.17
PHYS,Tenure-Track,FALL 2003,1.00
PHYS,Tenure-Track,FALL 2002,1.00
PHYS,Tenure-Track,FALL 2001,0.00
PHYS,Visiting,FALL 2023,1.00
PHYS,Visiting,FALL 2022,0.00
PHYS,Visiting,FALL 2021,0.66
PHYS,Visiting,FALL 2020,0.66
PHYS,Visiting,FALL 2019,0.00
PHYS,Visiting,FALL 2018,0.00
PHYS,Visiting,FALL 2017,0.00
PHYS,Visiting,FALL 2016,0.00
PHYS,Visiting,FALL 2015,1.00
PHYS,Visiting,FALL 2014,1.00
PHYS,Visiting,FALL 2013,1.66
PHYS,Visiting,FALL 2012,1.00
PHYS,Visiting,FALL 2011,1.00
PHYS,Visiting,FALL 2010,0.00
PHYS,Visiting,FALL 2009,0.00
PHYS,Visiting,FALL 2008,0.00
PHYS,Visiting,FALL 2007,0.00
PHYS,Visiting,FALL 2006,1.00
PHYS,Visiting,FALL 2005,0.00
PHYS,Visiting,FALL 2004,1.17
PHYS,Visiting,FALL 2003,0.00
PHYS,Visiting,FALL 2002,0.00
PHYS,Visiting,FALL 2001,1.00
PHYS,Adjunct,FALL 2023,0.00
PHYS,Adjunct,FALL 2022,0.00
PHYS,Adjunct,FALL 2021,0.50
PHYS,Adjunct,FALL 2020,0.00
PHYS,Adjunct,FALL 2019,0.00
PHYS,Adjunct,FALL 2018,0.00
PHYS,Adjunct,FALL 2017,0.00
PHYS,Adjunct,FALL 2016,0.00
PHYS,Adjunct,FALL 2015,0.00
PHYS,Adjunct,FALL 2014,0.00
PHYS,Adjunct,FALL 2013,0.00
PHYS,Adjunct,FALL 2012,0.00
PHYS,Adjunct,FALL 2011,0.00
PHYS,Adjunct,FALL 2010,0.00
PHYS,Adjunct,FALL 2009,0.33
PHYS,Adjunct,FALL 2008,0.33
PHYS,Adjunct,FALL 2007,0.00
PHYS,Adjunct,FALL 2006,0.00
PHYS,Adjunct,FALL 2005,0.33
PHYS,Adjunct,FALL 2004,0.00
PHYS,Adjunct,FALL 2003,0.67
PHYS,Adjunct,FALL 2002,0.67
PHYS,Adjunct,FALL 2001,0.00
PLSC,Tenured,FALL 2023,1.00
PLSC,Tenured,FALL 2022,2.00
PLSC,Tenured,FALL 2021,2.00
PLSC,Tenured,FALL 2020,3.33
PLSC,Tenured,FALL 2019,3.00
PLSC,Tenured,FALL 2018,3.08
PLSC,Tenured,FALL 2017,2.00
PLSC,Tenured,FALL 2016,4.00
PLSC,Tenured,FALL 2015,3.33
PLSC,Tenured,FALL 2014,3.00
PLSC,Tenured,FALL 2013,2.00
PLSC,Tenured,FALL 2012,2.00
PLSC,Tenured,FALL 2011,2.00
PLSC,Tenured,FALL 2010,1.33
PLSC,Tenured,FALL 2009,1.66
PLSC,Tenured,FALL 2008,2.00
PLSC,Tenured,FALL 2007,1.00
PLSC,Tenured,FALL 2006,2.00
PLSC,Tenured,FALL 2005,2.67
PLSC,Tenured,FALL 2004,2.00
PLSC,Tenured,FALL 2003,2.00
PLSC,Tenured,FALL 2002,1.67
PLSC,Tenured,FALL 2001,3.00
PLSC,Tenure-Track,FALL 2023,1.00
PLSC,Tenure-Track,FALL 2022,0.00
PLSC,Tenure-Track,FALL 2021,0.00
PLSC,Tenure-Track,FALL 2020,0.00
PLSC,Tenure-Track,FALL 2019,0.00
PLSC,Tenure-Track,FALL 2018,0.00
PLSC,Tenure-Track,FALL 2017,0.00
PLSC,Tenure-Track,FALL 2016,0.00
PLSC,Tenure-Track,FALL 2015,0.00
PLSC,Tenure-Track,FALL 2014,0.66
PLSC,Tenure-Track,FALL 2013,2.00
PLSC,Tenure-Track,FALL 2012,2.00
PLSC,Tenure-Track,FALL 2011,0.00
PLSC,Tenure-Track,FALL 2010,1.00
PLSC,Tenure-Track,FALL 2009,1.00
PLSC,Tenure-Track,FALL 2008,2.00
PLSC,Tenure-Track,FALL 2007,1.00
PLSC,Tenure-Track,FALL 2006,0.00
PLSC,Tenure-Track,FALL 2005,2.00
PLSC,Tenure-Track,FALL 2004,1.00
PLSC,Tenure-Track,FALL 2003,0.67
PLSC,Tenure-Track,FALL 2002,1.00
PLSC,Tenure-Track,FALL 2001,1.00
PLSC,Visiting,FALL 2023,0.00
PLSC,Visiting,FALL 2022,2.00
PLSC,Visiting,FALL 2021,1.33
PLSC,Visiting,FALL 2020,0.83
PLSC,Visiting,FALL 2019,1.00
PLSC,Visiting,FALL 2018,1.00
PLSC,Visiting,FALL 2017,1.00
PLSC,Visiting,FALL 2016,0.00
PLSC,Visiting,FALL 2015,0.00
PLSC,Visiting,FALL 2014,0.00
PLSC,Visiting,FALL 2013,0.00
PLSC,Visiting,FALL 2012,0.00
PLSC,Visiting,FALL 2011,1.00
PLSC,Visiting,FALL 2010,1.00
PLSC,Visiting,FALL 2009,1.00
PLSC,Visiting,FALL 2008,0.00
PLSC,Visiting,FALL 2007,1.33
PLSC,Visiting,FALL 2006,3.00
PLSC,Visiting,FALL 2005,2.00
PLSC,Visiting,FALL 2004,1.00
PLSC,Visiting,FALL 2003,1.67
PLSC,Visiting,FALL 2002,2.00
PLSC,Visiting,FALL 2001,1.00
PLSC,Adjunct,FALL 2023,1.00
PLSC,Adjunct,FALL 2022,1.00
PLSC,Adjunct,FALL 2021,0.33
PLSC,Adjunct,FALL 2020,0.00
PLSC,Adjunct,FALL 2019,0.00
PLSC,Adjunct,FALL 2018,0.00
PLSC,Adjunct,FALL 2017,0.00
PLSC,Adjunct,FALL 2016,0.00
PLSC,Adjunct,FALL 2015,0.00
PLSC,Adjunct,FALL 2014,0.00
PLSC,Adjunct,FALL 2013,0.00
PLSC,Adjunct,FALL 2012,0.00
PLSC,Adjunct,FALL 2011,0.00
PLSC,Adjunct,FALL 2010,0.00
PLSC,Adjunct,FALL 2009,0.66
PLSC,Adjunct,FALL 2008,0.66
PLSC,Adjunct,FALL 2007,0.33
PLSC,Adjunct,FALL 2006,0.33
PLSC,Adjunct,FALL 2005,0.00
PLSC,Adjunct,FALL 2004,0.67
PLSC,Adjunct,FALL 2003,0.33
PLSC,Adjunct,FALL 2002,0.00
PLSC,Adjunct,FALL 2001,0.00
PSYC,Tenured,FALL 2023,5.00
PSYC,Tenured,FALL 2022,5.00
PSYC,Tenured,FALL 2021,4.00
PSYC,Tenured,FALL 2020,6.00
PSYC,Tenured,FALL 2019,5.66
PSYC,Tenured,FALL 2018,7.08
PSYC,Tenured,FALL 2017,7.50
PSYC,Tenured,FALL 2016,6.16
PSYC,Tenured,FALL 2015,6.33
PSYC,Tenured,FALL 2014,4.00
PSYC,Tenured,FALL 2013,5.33
PSYC,Tenured,FALL 2012,6.00
PSYC,Tenured,FALL 2011,4.66
PSYC,Tenured,FALL 2010,3.33
PSYC,Tenured,FALL 2009,2.33
PSYC,Tenured,FALL 2008,4.00
PSYC,Tenured,FALL 2007,2.16
PSYC,Tenured,FALL 2006,3.66
PSYC,Tenured,FALL 2005,2.00
PSYC,Tenured,FALL 2004,1.83
PSYC,Tenured,FALL 2003,1.83
PSYC,Tenured,FALL 2002,0.67
PSYC,Tenured,FALL 2001,1.67
PSYC,Tenure-Track,FALL 2023,1.00
PSYC,Tenure-Track,FALL 2022,2.67
PSYC,Tenure-Track,FALL 2021,3.50
PSYC,Tenure-Track,FALL 2020,2.66
PSYC,Tenure-Track,FALL 2019,1.00
PSYC,Tenure-Track,FALL 2018,1.00
PSYC,Tenure-Track,FALL 2017,1.00
PSYC,Tenure-Track,FALL 2016,1.00
PSYC,Tenure-Track,FALL 2015,1.00
PSYC,Tenure-Track,FALL 2014,0.67
PSYC,Tenure-Track,FALL 2013,1.00
PSYC,Tenure-Track,FALL 2012,1.00
PSYC,Tenure-Track,FALL 2011,2.00
PSYC,Tenure-Track,FALL 2010,2.00
PSYC,Tenure-Track,FALL 2009,1.66
PSYC,Tenure-Track,FALL 2008,2.16
PSYC,Tenure-Track,FALL 2007,5.00
PSYC,Tenure-Track,FALL 2006,4.00
PSYC,Tenure-Track,FALL 2005,4.67
PSYC,Tenure-Track,FALL 2004,3.00
PSYC,Tenure-Track,FALL 2003,3.67
PSYC,Tenure-Track,FALL 2002,4.00
PSYC,Tenure-Track,FALL 2001,3.67
PSYC,Visiting,FALL 2023,1.00
PSYC,Visiting,FALL 2022,0.33
PSYC,Visiting,FALL 2021,0.00
PSYC,Visiting,FALL 2020,0.00
PSYC,Visiting,FALL 2019,0.67
PSYC,Visiting,FALL 2018,0.33
PSYC,Visiting,FALL 2017,0.00
PSYC,Visiting,FALL 2016,1.00
PSYC,Visiting,FALL 2015,1.00
PSYC,Visiting,FALL 2014,2.00
PSYC,Visiting,FALL 2013,2.00
PSYC,Visiting,FALL 2012,2.00
PSYC,Visiting,FALL 2011,1.00
PSYC,Visiting,FALL 2010,3.33
PSYC,Visiting,FALL 2009,3.16
PSYC,Visiting,FALL 2008,3.00
PSYC,Visiting,FALL 2007,2.00
PSYC,Visiting,FALL 2006,4.00
PSYC,Visiting,FALL 2005,4.00
PSYC,Visiting,FALL 2004,5.00
PSYC,Visiting,FALL 2003,2.00
PSYC,Visiting,FALL 2002,1.00
PSYC,Visiting,FALL 2001,0.00
PSYC,Adjunct,FALL 2023,0.67
PSYC,Adjunct,FALL 2022,0.00
PSYC,Adjunct,FALL 2021,0.66
PSYC,Adjunct,FALL 2020,0.00
PSYC,Adjunct,FALL 2019,0.67
PSYC,Adjunct,FALL 2018,0.34
PSYC,Adjunct,FALL 2017,0.66
PSYC,Adjunct,FALL 2016,0.67
PSYC,Adjunct,FALL 2015,0.67
PSYC,Adjunct,FALL 2014,0.66
PSYC,Adjunct,FALL 2013,0.66
PSYC,Adjunct,FALL 2012,1.00
PSYC,Adjunct,FALL 2011,1.16
PSYC,Adjunct,FALL 2010,0.33
PSYC,Adjunct,FALL 2009,0.66
PSYC,Adjunct,FALL 2008,2.33
PSYC,Adjunct,FALL 2007,1.66
PSYC,Adjunct,FALL 2006,0.33
PSYC,Adjunct,FALL 2005,1.00
PSYC,Adjunct,FALL 2004,1.33
PSYC,Adjunct,FALL 2003,0.83
PSYC,Adjunct,FALL 2002,1.33
PSYC,Adjunct,FALL 2001,0.67
RELG,Tenured,FALL 2023,3.00
RELG,Tenured,FALL 2022,2.00
RELG,Tenured,FALL 2021,2.16
RELG,Tenured,FALL 2020,2.00
RELG,Tenured,FALL 2019,2.08
RELG,Tenured,FALL 2018,3.08
RELG,Tenured,FALL 2017,2.00
RELG,Tenured,FALL 2016,1.08
RELG,Tenured,FALL 2015,2.00
RELG,Tenured,FALL 2014,2.00
RELG,Tenured,FALL 2013,2.00
RELG,Tenured,FALL 2012,1.00
RELG,Tenured,FALL 2011,2.00
RELG,Tenured,FALL 2010,0.00
RELG,Tenured,FALL 2009,0.00
RELG,Tenured,FALL 2008,0.00
RELG,Tenured,FALL 2007,1.00
RELG,Tenured,FALL 2006,2.00
RELG,Tenured,FALL 2005,1.00
RELG,Tenured,FALL 2004,1.00
RELG,Tenured,FALL 2003,1.00
RELG,Tenured,FALL 2002,1.00
RELG,Tenured,FALL 2001,1.00
RELG,Tenure-Track,FALL 2023,0.00
RELG,Tenure-Track,FALL 2022,0.00
RELG,Tenure-Track,FALL 2021,0.00
RELG,Tenure-Track,FALL 2020,0.00
RELG,Tenure-Track,FALL 2019,0.00
RELG,Tenure-Track,FALL 2018,0.00
RELG,Tenure-Track,FALL 2017,1.00
RELG,Tenure-Track,FALL 2016,1.00
RELG,Tenure-Track,FALL 2015,1.00
RELG,Tenure-Track,FALL 2014,1.00
RELG,Tenure-Track,FALL 2013,1.00
RELG,Tenure-Track,FALL 2012,1.00
RELG,Tenure-Track,FALL 2011,0.00
RELG,Tenure-Track,FALL 2010,3.00
RELG,Tenure-Track,FALL 2009,1.33
RELG,Tenure-Track,FALL 2008,3.00
RELG,Tenure-Track,FALL 2007,3.00
RELG,Tenure-Track,FALL 2006,2.00
RELG,Tenure-Track,FALL 2005,0.67
RELG,Tenure-Track,FALL 2004,1.67
RELG,Tenure-Track,FALL 2003,1.67
RELG,Tenure-Track,FALL 2002,2.00
RELG,Tenure-Track,FALL 2001,2.00
RELG,Visiting,FALL 2023,0.00
RELG,Visiting,FALL 2022,1.00
RELG,Visiting,FALL 2021,1.00
RELG,Visiting,FALL 2020,1.00
RELG,Visiting,FALL 2019,1.00
RELG,Visiting,FALL 2018,0.00
RELG,Visiting,FALL 2017,0.00
RELG,Visiting,FALL 2016,0.00
RELG,Visiting,FALL 2015,0.66
RELG,Visiting,FALL 2014,0.00
RELG,Visiting,FALL 2013,0.00
RELG,Visiting,FALL 2012,0.66
RELG,Visiting,FALL 2011,0.00
RELG,Visiting,FALL 2010,0.00
RELG,Visiting,FALL 2009,1.00
RELG,Visiting,FALL 2008,1.00
RELG,Visiting,FALL 2007,0.00
RELG,Visiting,FALL 2006,0.00
RELG,Visiting,FALL 2005,2.33
RELG,Visiting,FALL 2004,0.00
RELG,Visiting,FALL 2003,0.00
RELG,Visiting,FALL 2002,0.00
RELG,Visiting,FALL 2001,0.00
RELG,Adjunct,FALL 2023,0.00
RELG,Adjunct,FALL 2022,0.00
RELG,Adjunct,FALL 2021,0.00
RELG,Adjunct,FALL 2020,0.00
RELG,Adjunct,FALL 2019,0.33
RELG,Adjunct,FALL 2018,0.33
RELG,Adjunct,FALL 2017,0.33
RELG,Adjunct,FALL 2016,1.00
RELG,Adjunct,FALL 2015,0.00
RELG,Adjunct,FALL 2014,0.00
RELG,Adjunct,FALL 2013,0.00
RELG,Adjunct,FALL 2012,0.00
RELG,Adjunct,FALL 2011,1.00
RELG,Adjunct,FALL 2010,0.00
RELG,Adjunct,FALL 2009,0.67
RELG,Adjunct,FALL 2008,0.66
RELG,Adjunct,FALL 2007,0.00
RELG,Adjunct,FALL 2006,0.00
RELG,Adjunct,FALL 2005,1.33
RELG,Adjunct,FALL 2004,1.33
RELG,Adjunct,FALL 2003,0.67
RELG,Adjunct,FALL 2002,0.33
RELG,Adjunct,FALL 2001,0.00
THEA,Tenured,FALL 2023,0.00
THEA,Tenured,FALL 2022,0.00
THEA,Tenured,FALL 2021,0.00
THEA,Tenured,FALL 2020,0.00
THEA,Tenured,FALL 2019,0.00
THEA,Tenured,FALL 2018,0.00
THEA,Tenured,FALL 2017,0.00
THEA,Tenured,FALL 2016,0.00
THEA,Tenured,FALL 2015,1.33
THEA,Tenured,FALL 2014,0.67
THEA,Tenured,FALL 2013,1.33
THEA,Tenured,FALL 2012,1.00
THEA,Tenured,FALL 2011,1.00
THEA,Tenured,FALL 2010,0.00
THEA,Tenured,FALL 2009,1.33
THEA,Tenured,FALL 2008,0.66
THEA,Tenured,FALL 2007,0.00
THEA,Tenured,FALL 2006,0.00
THEA,Tenured,FALL 2005,0.00
THEA,Tenured,FALL 2004,0.00
THEA,Tenured,FALL 2003,0.00
THEA,Tenured,FALL 2002,0.67
THEA,Tenured,FALL 2001,0.00
THEA,Tenure-Track,FALL 2023,2.00
THEA,Tenure-Track,FALL 2022,1.00
THEA,Tenure-Track,FALL 2021,1.00
THEA,Tenure-Track,FALL 2020,2.00
THEA,Tenure-Track,FALL 2019,2.00
THEA,Tenure-Track,FALL 2018,2.00
THEA,Tenure-Track,FALL 2017,1.00
THEA,Tenure-Track,FALL 2016,0.00
THEA,Tenure-Track,FALL 2015,0.00
THEA,Tenure-Track,FALL 2014,0.00
THEA,Tenure-Track,FALL 2013,0.00
THEA,Tenure-Track,FALL 2012,0.00
THEA,Tenure-Track,FALL 2011,0.00
THEA,Tenure-Track,FALL 2010,1.00
THEA,Tenure-Track,FALL 2009,0.00
THEA,Tenure-Track,FALL 2008,1.33
THEA,Tenure-Track,FALL 2007,1.33
THEA,Tenure-Track,FALL 2006,1.00
THEA,Tenure-Track,FALL 2005,2.00
THEA,Tenure-Track,FALL 2004,0.67
THEA,Tenure-Track,FALL 2003,0.67
THEA,Tenure-Track,FALL 2002,0.00
THEA,Tenure-Track,FALL 2001,0.00
THEA,Visiting,FALL 2023,1.00
THEA,Visiting,FALL 2022,2.33
THEA,Visiting,FALL 2021,2.00
THEA,Visiting,FALL 2020,1.67
THEA,Visiting,FALL 2019,2.00
THEA,Visiting,FALL 2018,2.00
THEA,Visiting,FALL 2017,3.00
THEA,Visiting,FALL 2016,2.83
THEA,Visiting,FALL 2015,0.67
THEA,Visiting,FALL 2014,0.66
THEA,Visiting,FALL 2013,1.00
THEA,Visiting,FALL 2012,0.67
THEA,Visiting,FALL 2011,0.83
THEA,Visiting,FALL 2010,0.66
THEA,Visiting,FALL 2009,1.33
THEA,Visiting,FALL 2008,2.75
THEA,Visiting,FALL 2007,1.07
THEA,Visiting,FALL 2006,1.66
THEA,Visiting,FALL 2005,1.17
THEA,Visiting,FALL 2004,2.08
THEA,Visiting,FALL 2003,1.67
THEA,Visiting,FALL 2002,1.67
THEA,Visiting,FALL 2001,2.33
THEA,Adjunct,FALL 2023,0.67
THEA,Adjunct,FALL 2022,1.00
THEA,Adjunct,FALL 2021,1.33
THEA,Adjunct,FALL 2020,0.33
THEA,Adjunct,FALL 2019,0.33
THEA,Adjunct,FALL 2018,0.00
THEA,Adjunct,FALL 2017,0.00
THEA,Adjunct,FALL 2016,0.33
THEA,Adjunct,FALL 2015,1.00
THEA,Adjunct,FALL 2014,0.33
THEA,Adjunct,FALL 2013,0.33
THEA,Adjunct,FALL 2012,0.33
THEA,Adjunct,FALL 2011,0.33
THEA,Adjunct,FALL 2010,1.00
THEA,Adjunct,FALL 2009,0.34
THEA,Adjunct,FALL 2008,0.33
THEA,Adjunct,FALL 2007,0.33
THEA,Adjunct,FALL 2006,0.41
THEA,Adjunct,FALL 2005,0.42
THEA,Adjunct,FALL 2004,0.33
THEA,Adjunct,FALL 2003,0.00
THEA,Adjunct,FALL 2002,0.08
THEA,Adjunct,FALL 2001,0.00
WGS,Tenured,FALL 2023,1.00
WGS,Tenured,FALL 2022,1.00
WGS,Tenured,FALL 2021,1.00
WGS,Tenured,FALL 2020,1.00
WGS,Tenured,FALL 2019,1.00
WGS,Tenured,FALL 2018,1.00
WGS,Tenured,FALL 2017,1.00
WGS,Tenured,FALL 2016,1.00
WGS,Tenured,FALL 2015,1.00
WGS,Tenured,FALL 2014,1.00
WGS,Tenured,FALL 2013,1.00
WGS,Tenured,FALL 2012,1.00
WGS,Tenured,FALL 2011,1.00
WGS,Tenured,FALL 2010,1.33
WGS,Tenured,FALL 2009,1.00
WGS,Tenured,FALL 2008,0.00
WGS,Tenured,FALL 2007,1.00
WGS,Tenured,FALL 2006,0.00
WGS,Tenure-Track,FALL 2023,1.00
WGS,Tenure-Track,FALL 2022,0.00
WGS,Tenure-Track,FALL 2021,0.00
WGS,Tenure-Track,FALL 2020,0.00
WGS,Tenure-Track,FALL 2019,0.00
WGS,Tenure-Track,FALL 2018,0.00
WGS,Tenure-Track,FALL 2017,0.00
WGS,Tenure-Track,FALL 2016,0.00
WGS,Tenure-Track,FALL 2015,0.00
WGS,Tenure-Track,FALL 2014,0.00
WGS,Tenure-Track,FALL 2013,0.00
WGS,Tenure-Track,FALL 2012,0.00
WGS,Tenure-Track,FALL 2011,0.00
WGS,Tenure-Track,FALL 2010,0.00
WGS,Tenure-Track,FALL 2009,0.00
WGS,Tenure-Track,FALL 2008,0.00
WGS,Tenure-Track,FALL 2007,0.00
WGS,Tenure-Track,FALL 2006,1.00
WGS,Visiting,FALL 2023,0.00
WGS,Visiting,FALL 2022,0.00
WGS,Visiting,FALL 2021,0.00
WGS,Visiting,FALL 2020,0.00
WGS,Visiting,FALL 2019,0.00
WGS,Visiting,FALL 2018,0.00
WGS,Visiting,FALL 2017,0.00
WGS,Visiting,FALL 2016,0.00
WGS,Visiting,FALL 2015,0.00
WGS,Visiting,FALL 2014,0.00
WGS,Visiting,FALL 2013,0.00
WGS,Visiting,FALL 2012,0.00
WGS,Visiting,FALL 2011,0.00
WGS,Visiting,FALL 2010,0.00
WGS,Visiting,FALL 2009,0.00
WGS,Visiting,FALL 2008,0.00
WGS,Visiting,FALL 2007,0.00
WGS,Visiting,FALL 2006,0.66
WGS,Adjunct,FALL 2023,0.00
WGS,Adjunct,FALL 2022,1.00
WGS,Adjunct,FALL 2021,1.00
WGS,Adjunct,FALL 2020,0.00
WGS,Adjunct,FALL 2019,0.00
WGS,Adjunct,FALL 2018,0.00
WGS,Adjunct,FALL 2017,0.00
WGS,Adjunct,FALL 2016,0.00
WGS,Adjunct,FALL 2015,0.00
WGS,Adjunct,FALL 2014,0.00
WGS,Adjunct,FALL 2013,0.00
WGS,Adjunct,FALL 2012,0.00
WGS,Adjunct,FALL 2011,0.00
WGS,Adjunct,FALL 2010,0.00
WGS,Adjunct,FALL 2009,0.00
WGS,Adjunct,FALL 2008,1.00
WGS,Adjunct,FALL 2007,0.66
WGS,Adjunct,FALL 2006,0.00
SPEC,Tenure-Track,FALL 2023,0.00
SPEC,Tenure-Track,FALL 2022,0.00
SPEC,Tenure-Track,FALL 2021,0.33
SPEC,Tenure-Track,FALL 2020,0.00
SPEC,Tenure-Track,FALL 2019,0.00
SPEC,Tenure-Track,FALL 2018,0.00
SPEC,Tenure-Track,FALL 2017,0.00
SPEC,Tenure-Track,FALL 2016,0.00
SPEC,Tenure-Track,FALL 2015,1.00
SPEC,Tenure-Track,FALL 2014,0.00
SPEC,Tenure-Track,FALL 2013,0.00
SPEC,Tenure-Track,FALL 2012,0.00
SPEC,Tenure-Track,FALL 2011,0.00
SPEC,Tenure-Track,FALL 2010,0.00
SPEC,Tenure-Track,FALL 2009,0.00
SPEC,Tenure-Track,FALL 2008,0.00
SPEC,Tenure-Track,FALL 2007,0.00
SPEC,Tenure-Track,FALL 2006,0.00
SPEC,Tenure-Track,FALL 2005,2.33
SPEC,Tenure-Track,FALL 2004,2.00
SPEC,Tenure-Track,FALL 2003,1.00
SPEC,Tenure-Track,FALL 2002,0.00
SPEC,Tenure-Track,FALL 2001,0.00
SPEC,Visiting,FALL 2023,0.00
SPEC,Visiting,FALL 2022,0.00
SPEC,Visiting,FALL 2021,0.33
SPEC,Visiting,FALL 2020,0.00
SPEC,Visiting,FALL 2019,0.00
SPEC,Visiting,FALL 2018,0.00
SPEC,Visiting,FALL 2017,0.25
SPEC,Visiting,FALL 2016,0.00
SPEC,Visiting,FALL 2015,0.00
SPEC,Visiting,FALL 2014,0.08
SPEC,Visiting,FALL 2013,0.00
SPEC,Visiting,FALL 2012,0.00
SPEC,Visiting,FALL 2011,0.00
SPEC,Visiting,FALL 2010,0.00
SPEC,Visiting,FALL 2009,0.00
SPEC,Visiting,FALL 2008,0.00
SPEC,Visiting,FALL 2007,0.00
SPEC,Visiting,FALL 2006,0.00
SPEC,Visiting,FALL 2005,0.00
SPEC,Visiting,FALL 2004,0.00
SPEC,Visiting,FALL 2003,0.00
SPEC,Visiting,FALL 2002,0.00
SPEC,Visiting,FALL 2001,0.00
SPEC,Adjunct,FALL 2023,0.25
SPEC,Adjunct,FALL 2022,0.50
SPEC,Adjunct,FALL 2021,2.66
SPEC,Adjunct,FALL 2020,1.33
SPEC,Adjunct,FALL 2019,1.75
SPEC,Adjunct,FALL 2018,3.66
SPEC,Adjunct,FALL 2017,3.33
SPEC,Adjunct,FALL 2016,4.16
SPEC,Adjunct,FALL 2015,2.83
SPEC,Adjunct,FALL 2014,2.58
SPEC,Adjunct,FALL 2013,1.91
SPEC,Adjunct,FALL 2012,1.50
SPEC,Adjunct,FALL 2011,1.66
SPEC,Adjunct,FALL 2010,2.66
SPEC,Adjunct,FALL 2009,3.58
SPEC,Adjunct,FALL 2008,1.50
SPEC,Adjunct,FALL 2007,0.83
SPEC,Adjunct,FALL 2006,0.33
SPEC,Adjunct,FALL 2005,2.00
SPEC,Adjunct,FALL 2004,1.33
SPEC,Adjunct,FALL 2003,1.17
SPEC,Adjunct,FALL 2002,1.67
SPEC,Adjunct,FALL 2001,1.67
